"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Sweden (SE)","05.11.2022 08:00 - 05.11.2022 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6539","n/e","5701","798","n/e","n/e","n/e","n/e","6146"
"Sweden (SE)","05.11.2022 09:00 - 05.11.2022 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6730","n/e","5701","836","n/e","n/e","n/e","n/e","6087"
"Sweden (SE)","05.11.2022 10:00 - 05.11.2022 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6899","n/e","5700","844","n/e","n/e","n/e","n/e","6084"
"Sweden (SE)","05.11.2022 11:00 - 05.11.2022 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7048","n/e","5696","838","n/e","n/e","n/e","n/e","6108"
"Sweden (SE)","05.11.2022 12:00 - 05.11.2022 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7159","n/e","5696","850","n/e","n/e","n/e","n/e","6096"
"Sweden (SE)","05.11.2022 13:00 - 05.11.2022 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7268","n/e","5695","844","n/e","n/e","n/e","n/e","6054"
"Sweden (SE)","05.11.2022 14:00 - 05.11.2022 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7289","n/e","5696","832","n/e","n/e","n/e","n/e","6007"
"Sweden (SE)","05.11.2022 15:00 - 05.11.2022 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7392","n/e","5697","830","n/e","n/e","n/e","n/e","5939"
"Sweden (SE)","05.11.2022 16:00 - 05.11.2022 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7642","n/e","5698","816","n/e","n/e","n/e","n/e","6025"
"Sweden (SE)","05.11.2022 17:00 - 05.11.2022 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7700","n/e","5698","822","n/e","n/e","n/e","n/e","6058"
"Sweden (SE)","05.11.2022 18:00 - 05.11.2022 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7980","n/e","5698","802","n/e","n/e","n/e","n/e","6067"
"Sweden (SE)","05.11.2022 19:00 - 05.11.2022 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7947","n/e","5699","767","n/e","n/e","n/e","n/e","6008"
"Sweden (SE)","05.11.2022 20:00 - 05.11.2022 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7872","n/e","5699","764","n/e","n/e","n/e","n/e","5965"
"Sweden (SE)","05.11.2022 21:00 - 05.11.2022 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7679","n/e","5700","718","n/e","n/e","n/e","n/e","5775"
"Sweden (SE)","05.11.2022 22:00 - 05.11.2022 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7370","n/e","5702","694","n/e","n/e","n/e","n/e","5499"
"Sweden (SE)","05.11.2022 23:00 - 06.11.2022 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6683","n/e","5700","688","n/e","n/e","n/e","n/e","5173"
"Sweden (SE)","06.11.2022 00:00 - 06.11.2022 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6630","n/e","5697","655","n/e","n/e","n/e","n/e","4977"
"Sweden (SE)","06.11.2022 01:00 - 06.11.2022 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6248","n/e","5697","638","n/e","n/e","n/e","n/e","4780"
"Sweden (SE)","06.11.2022 02:00 - 06.11.2022 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6094","n/e","5697","640","n/e","n/e","n/e","n/e","4670"
"Sweden (SE)","06.11.2022 03:00 - 06.11.2022 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5777","n/e","5698","648","n/e","n/e","n/e","n/e","4473"
"Sweden (SE)","06.11.2022 04:00 - 06.11.2022 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6083","n/e","5697","655","n/e","n/e","n/e","n/e","4296"
"Sweden (SE)","06.11.2022 05:00 - 06.11.2022 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6333","n/e","5697","662","n/e","n/e","n/e","n/e","4202"
"Sweden (SE)","06.11.2022 06:00 - 06.11.2022 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6983","n/e","5697","650","n/e","n/e","n/e","n/e","4145"
"Sweden (SE)","06.11.2022 07:00 - 06.11.2022 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7182","n/e","5698","656","n/e","n/e","n/e","n/e","4178"
"Sweden (SE)","06.11.2022 08:00 - 06.11.2022 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7640","n/e","5697","665","n/e","n/e","n/e","n/e","4298"
"Sweden (SE)","06.11.2022 09:00 - 06.11.2022 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7966","n/e","5697","691","n/e","n/e","n/e","n/e","4230"
"Sweden (SE)","06.11.2022 10:00 - 06.11.2022 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8212","n/e","5697","724","n/e","n/e","n/e","n/e","4131"
"Sweden (SE)","06.11.2022 11:00 - 06.11.2022 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8402","n/e","5697","731","n/e","n/e","n/e","n/e","3975"
"Sweden (SE)","06.11.2022 12:00 - 06.11.2022 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8548","n/e","5697","748","n/e","n/e","n/e","n/e","3807"
"Sweden (SE)","06.11.2022 13:00 - 06.11.2022 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8549","n/e","5697","733","n/e","n/e","n/e","n/e","3599"
"Sweden (SE)","06.11.2022 14:00 - 06.11.2022 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8661","n/e","5697","724","n/e","n/e","n/e","n/e","3339"
"Sweden (SE)","06.11.2022 15:00 - 06.11.2022 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8929","n/e","5697","724","n/e","n/e","n/e","n/e","3135"
"Sweden (SE)","06.11.2022 16:00 - 06.11.2022 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9312","n/e","5697","734","n/e","n/e","n/e","n/e","2973"
"Sweden (SE)","06.11.2022 17:00 - 06.11.2022 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9999","n/e","5698","741","n/e","n/e","n/e","n/e","2873"
"Sweden (SE)","06.11.2022 18:00 - 06.11.2022 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9841","n/e","5697","725","n/e","n/e","n/e","n/e","2789"
"Sweden (SE)","06.11.2022 19:00 - 06.11.2022 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9203","n/e","5699","712","n/e","n/e","n/e","n/e","2690"
"Sweden (SE)","06.11.2022 20:00 - 06.11.2022 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8659","n/e","5699","707","n/e","n/e","n/e","n/e","2693"
"Sweden (SE)","06.11.2022 21:00 - 06.11.2022 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7622","n/e","5698","679","n/e","n/e","n/e","n/e","2754"
"Sweden (SE)","06.11.2022 22:00 - 06.11.2022 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7215","n/e","5698","669","n/e","n/e","n/e","n/e","2799"
"Sweden (SE)","06.11.2022 23:00 - 07.11.2022 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6099","n/e","5698","657","n/e","n/e","n/e","n/e","2894"
"Sweden (SE)","07.11.2022 00:00 - 07.11.2022 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4670","n/e","5697","639","n/e","n/e","n/e","n/e","2804"
"Sweden (SE)","07.11.2022 01:00 - 07.11.2022 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3973","n/e","5698","635","n/e","n/e","n/e","n/e","2820"
"Sweden (SE)","07.11.2022 02:00 - 07.11.2022 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3631","n/e","5698","621","n/e","n/e","n/e","n/e","2747"
"Sweden (SE)","07.11.2022 03:00 - 07.11.2022 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3811","n/e","5700","618","n/e","n/e","n/e","n/e","2729"
"Sweden (SE)","07.11.2022 04:00 - 07.11.2022 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","4198","n/e","5699","674","n/e","n/e","n/e","n/e","2647"
"Sweden (SE)","07.11.2022 05:00 - 07.11.2022 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5866","n/e","5698","764","n/e","n/e","n/e","n/e","2586"
"Sweden (SE)","07.11.2022 06:00 - 07.11.2022 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8314","n/e","5700","872","n/e","n/e","n/e","n/e","2659"
"Sweden (SE)","07.11.2022 07:00 - 07.11.2022 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9433","n/e","5697","952","n/e","n/e","n/e","n/e","2714"
"Sweden (SE)","07.11.2022 08:00 - 07.11.2022 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9840","n/e","5697","982","n/e","n/e","n/e","n/e","2697"
"Sweden (SE)","07.11.2022 09:00 - 07.11.2022 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9861","n/e","5696","1004","n/e","n/e","n/e","n/e","2698"
"Sweden (SE)","07.11.2022 10:00 - 07.11.2022 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9931","n/e","5646","1015","n/e","n/e","n/e","n/e","2766"
"Sweden (SE)","07.11.2022 11:00 - 07.11.2022 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9855","n/e","5692","972","n/e","n/e","n/e","n/e","2697"
"Sweden (SE)","07.11.2022 12:00 - 07.11.2022 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9850","n/e","5693","965","n/e","n/e","n/e","n/e","2800"
"Sweden (SE)","07.11.2022 13:00 - 07.11.2022 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9902","n/e","5706","1024","n/e","n/e","n/e","n/e","2836"
"Sweden (SE)","07.11.2022 14:00 - 07.11.2022 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10041","n/e","5703","957","n/e","n/e","n/e","n/e","2890"
"Sweden (SE)","07.11.2022 15:00 - 07.11.2022 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10091","n/e","5701","968","n/e","n/e","n/e","n/e","3032"
"Sweden (SE)","07.11.2022 16:00 - 07.11.2022 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10063","n/e","5702","951","n/e","n/e","n/e","n/e","3120"
"Sweden (SE)","07.11.2022 17:00 - 07.11.2022 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10138","n/e","5704","950","n/e","n/e","n/e","n/e","3226"
"Sweden (SE)","07.11.2022 18:00 - 07.11.2022 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10052","n/e","5704","963","n/e","n/e","n/e","n/e","3271"
"Sweden (SE)","07.11.2022 19:00 - 07.11.2022 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9649","n/e","5704","906","n/e","n/e","n/e","n/e","3267"
"Sweden (SE)","07.11.2022 20:00 - 07.11.2022 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9278","n/e","5706","853","n/e","n/e","n/e","n/e","3202"
"Sweden (SE)","07.11.2022 21:00 - 07.11.2022 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8853","n/e","5708","797","n/e","n/e","n/e","n/e","3167"
"Sweden (SE)","07.11.2022 22:00 - 07.11.2022 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8221","n/e","5707","775","n/e","n/e","n/e","n/e","3169"
"Sweden (SE)","07.11.2022 23:00 - 08.11.2022 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7842","n/e","5707","739","n/e","n/e","n/e","n/e","3116"
"Sweden (SE)","08.11.2022 00:00 - 08.11.2022 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7014","n/e","5707","711","n/e","n/e","n/e","n/e","3220"
"Sweden (SE)","08.11.2022 01:00 - 08.11.2022 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6942","n/e","5710","714","n/e","n/e","n/e","n/e","3097"
"Sweden (SE)","08.11.2022 02:00 - 08.11.2022 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6918","n/e","5709","706","n/e","n/e","n/e","n/e","2858"
"Sweden (SE)","08.11.2022 03:00 - 08.11.2022 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7090","n/e","5708","710","n/e","n/e","n/e","n/e","2573"
"Sweden (SE)","08.11.2022 04:00 - 08.11.2022 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7270","n/e","5709","736","n/e","n/e","n/e","n/e","2459"
"Sweden (SE)","08.11.2022 05:00 - 08.11.2022 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7919","n/e","5708","787","n/e","n/e","n/e","n/e","2255"
"Sweden (SE)","08.11.2022 06:00 - 08.11.2022 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9507","n/e","5709","856","n/e","n/e","n/e","n/e","2115"
"Sweden (SE)","08.11.2022 07:00 - 08.11.2022 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10116","n/e","5707","915","n/e","n/e","n/e","n/e","1955"
"Sweden (SE)","08.11.2022 08:00 - 08.11.2022 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10227","n/e","5707","898","n/e","n/e","n/e","n/e","1853"
"Sweden (SE)","08.11.2022 09:00 - 08.11.2022 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10194","n/e","5705","839","n/e","n/e","n/e","n/e","1884"
"Sweden (SE)","08.11.2022 10:00 - 08.11.2022 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10188","n/e","5708","843","n/e","n/e","n/e","n/e","1753"
"Sweden (SE)","08.11.2022 11:00 - 08.11.2022 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10196","n/e","5707","855","n/e","n/e","n/e","n/e","1778"
"Sweden (SE)","08.11.2022 12:00 - 08.11.2022 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10165","n/e","5705","849","n/e","n/e","n/e","n/e","1800"
"Sweden (SE)","08.11.2022 13:00 - 08.11.2022 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10140","n/e","5702","829","n/e","n/e","n/e","n/e","1941"
"Sweden (SE)","08.11.2022 14:00 - 08.11.2022 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10114","n/e","5703","831","n/e","n/e","n/e","n/e","2068"
"Sweden (SE)","08.11.2022 15:00 - 08.11.2022 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10122","n/e","5703","835","n/e","n/e","n/e","n/e","2208"
"Sweden (SE)","08.11.2022 16:00 - 08.11.2022 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10245","n/e","5704","830","n/e","n/e","n/e","n/e","2435"
"Sweden (SE)","08.11.2022 17:00 - 08.11.2022 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10256","n/e","5704","818","n/e","n/e","n/e","n/e","2683"
"Sweden (SE)","08.11.2022 18:00 - 08.11.2022 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10108","n/e","5705","810","n/e","n/e","n/e","n/e","2962"
"Sweden (SE)","08.11.2022 19:00 - 08.11.2022 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9395","n/e","5705","772","n/e","n/e","n/e","n/e","3155"
"Sweden (SE)","08.11.2022 20:00 - 08.11.2022 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8899","n/e","5706","734","n/e","n/e","n/e","n/e","3338"
"Sweden (SE)","08.11.2022 21:00 - 08.11.2022 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8085","n/e","5708","695","n/e","n/e","n/e","n/e","3422"
"Sweden (SE)","08.11.2022 22:00 - 08.11.2022 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7704","n/e","5708","653","n/e","n/e","n/e","n/e","3485"
"Sweden (SE)","08.11.2022 23:00 - 09.11.2022 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7067","n/e","5708","629","n/e","n/e","n/e","n/e","3509"
"Sweden (SE)","09.11.2022 00:00 - 09.11.2022 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6255","n/e","5711","584","n/e","n/e","n/e","n/e","3517"
"Sweden (SE)","09.11.2022 01:00 - 09.11.2022 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5786","n/e","5711","570","n/e","n/e","n/e","n/e","3558"
"Sweden (SE)","09.11.2022 02:00 - 09.11.2022 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5580","n/e","5710","570","n/e","n/e","n/e","n/e","3620"
"Sweden (SE)","09.11.2022 03:00 - 09.11.2022 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5463","n/e","5711","570","n/e","n/e","n/e","n/e","3743"
"Sweden (SE)","09.11.2022 04:00 - 09.11.2022 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5690","n/e","5711","596","n/e","n/e","n/e","n/e","3795"
"Sweden (SE)","09.11.2022 05:00 - 09.11.2022 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6294","n/e","5711","653","n/e","n/e","n/e","n/e","3827"
"Sweden (SE)","09.11.2022 06:00 - 09.11.2022 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7606","n/e","5711","753","n/e","n/e","n/e","n/e","3966"
"Sweden (SE)","09.11.2022 07:00 - 09.11.2022 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8520","n/e","5711","797","n/e","n/e","n/e","n/e","4000"
"Sweden (SE)","09.11.2022 08:00 - 09.11.2022 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8920","n/e","5709","800","n/e","n/e","n/e","n/e","3963"
"Sweden (SE)","09.11.2022 09:00 - 09.11.2022 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","5","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9051","n/e","5570","817","n/e","n/e","n/e","n/e","4002"
"Sweden (SE)","09.11.2022 10:00 - 09.11.2022 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9462","n/e","4936","813","n/e","n/e","n/e","n/e","3993"
"Sweden (SE)","09.11.2022 11:00 - 09.11.2022 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9448","n/e","4937","837","n/e","n/e","n/e","n/e","3968"
"Sweden (SE)","09.11.2022 12:00 - 09.11.2022 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9357","n/e","4969","797","n/e","n/e","n/e","n/e","4098"
"Sweden (SE)","09.11.2022 13:00 - 09.11.2022 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9621","n/e","3844","772","n/e","n/e","n/e","n/e","4139"
"Sweden (SE)","09.11.2022 14:00 - 09.11.2022 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9611","n/e","4134","784","n/e","n/e","n/e","n/e","3943"
"Sweden (SE)","09.11.2022 15:00 - 09.11.2022 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9979","n/e","4162","782","n/e","n/e","n/e","n/e","3851"
"Sweden (SE)","09.11.2022 16:00 - 09.11.2022 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10110","n/e","4170","796","n/e","n/e","n/e","n/e","3712"
"Sweden (SE)","09.11.2022 17:00 - 09.11.2022 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10118","n/e","4171","790","n/e","n/e","n/e","n/e","3643"
"Sweden (SE)","09.11.2022 18:00 - 09.11.2022 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10077","n/e","4172","805","n/e","n/e","n/e","n/e","3604"
"Sweden (SE)","09.11.2022 19:00 - 09.11.2022 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10026","n/e","4173","794","n/e","n/e","n/e","n/e","3528"
